Generation,Block,Dish,Lineage,Sex,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
3,1,41,U3,F,0,1,4,1,2,6,1,0
3,1,7,U4,F,1,5,2,1,3,4,0,0
3,1,23,U4,F,1,1,5,3,0,0,0,6
3,1,39,U4,F,1,1,0,3,8,2,0,0
3,1,1,D1,M,1,2,1,1,2,3,1,5
3,1,17,D1,M,2,0,0,0,0,0,7,6
3,1,33,D1,M,1,4,0,2,0,4,2,3
3,1,6,D2,M,0,0,4,1,8,1,1,1
3,1,22,D2,M,3,0,0,5,1,4,2,1
3,1,38,D2,M,6,2,5,1,0,1,0,1
3,1,5,D3,M,0,0,1,0,0,3,1,11
3,1,21,D3,M,1,1,1,1,4,1,3,3
3,1,37,D3,M,0,0,4,0,0,5,6,0
3,1,8,D4,M,0,0,0,3,6,0,0,5
3,1,24,D4,M,0,2,1,0,1,0,5,7
3,1,40,D4,M,0,4,0,1,2,1,6,2
3,1,16,U1,M,4,1,1,1,3,1,2,3
3,1,32,U1,M,1,0,0,0,5,6,4,0
3,1,48,U1,M,1,2,3,1,2,1,1,4
3,1,3,U2,M,0,10,5,0,1,0,0,0
3,1,19,U2,M,8,1,1,0,1,0,0,5
3,1,35,U2,M,1,0,6,0,0,0,8,1
3,1,15,U3,M,2,4,1,8,0,0,0,1
3,1,31,U3,M,1,0,1,2,9,1,2,0
3,1,47,U3,M,4,4,0,0,0,4,0,4
3,1,11,U4,M,3,4,4,2,0,1,0,1
3,1,27,U4,M,0,2,9,0,2,0,0,3
3,1,43,U4,M,5,2,1,0,2,0,4,1
3,2,4,D1,F,0,0,1,2,3,1,4,5
3,2,20,D1,F,1,0,2,3,6,1,1,1
3,2,36,D1,F,0,1,2,0,6,3,3,1
3,2,12,D2,F,4,1,3,2,3,0,1,2
3,2,28,D2,F,5,0,2,2,0,0,2,4
3,2,44,D2,F,4,4,0,0,2,1,4,1
3,2,7,D3,F,0,1,3,1,8,1,0,2
3,2,23,D3,F,2,5,0,2,1,3,3,0
3,2,39,D3,F,1,0,4,0,0,3,6,2
3,2,1,D4,F,1,4,5,2,1,1,1,1
3,2,17,D4,F,4,2,4,0,2,0,3,1
3,2,33,D4,F,1,4,4,2,3,0,0,2
3,2,15,U1,F,5,2,0,2,2,3,2,0
3,2,31,U1,F,3,0,2,1,4,1,3,1
3,2,47,U1,F,2,2,4,2,1,1,1,3
3,2,2,U2,F,5,0,1,0,6,3,0,0
3,2,18,U2,F,2,3,0,4,0,2,3,1
3,2,34,U2,F,0,0,1,2,10,3,0,0
3,2,10,U3,F,3,1,3,2,0,0,0,7
3,2,26,U3,F,0,0,5,1,2,3,2,3
3,2,42,U3,F,5,2,3,0,0,1,0,3
3,2,13,U4,F,2,1,4,4,0,0,1,4
3,2,29,U4,F,3,0,2,0,0,0,1,8
3,2,45,U4,F,1,0,1,5,0,3,1,5
3,2,9,D1,M,1,2,1,4,0,2,6,0
3,2,25,D1,M,1,4,2,0,4,3,1,1
3,2,41,D1,M,0,0,1,1,2,1,0,10
3,2,6,D2,M,9,0,1,3,0,0,3,0
3,2,22,D2,M,1,1,1,2,4,1,4,2
3,2,38,D2,M,1,0,3,3,4,0,3,1
3,2,3,D3,M,0,0,4,1,4,1,1,4
3,2,19,D3,M,2,2,1,0,0,8,1,2
3,2,35,D3,M,4,1,1,3,0,1,1,5
3,2,8,D4,M,1,3,2,0,0,3,4,0
3,2,24,D4,M,1,1,1,1,2,0,2,7
3,2,40,D4,M,0,3,2,0,2,3,0,6
3,2,14,U1,M,1,4,2,1,7,0,0,1
3,2,30,U1,M,0,0,4,1,0,0,0,10
3,2,46,U1,M,0,1,2,3,4,2,4,0
3,2,16,U2,M,9,0,4,2,0,0,0,0
3,2,32,U2,M,0,2,4,4,1,5,0,0
3,2,48,U2,M,1,0,3,4,0,3,0,5
3,2,11,U3,M,1,0,2,1,3,5,2,2
3,2,27,U3,M,3,0,0,0,2,1,1,7
3,2,43,U3,M,1,5,1,4,0,0,5,0
3,2,5,U4,M,0,3,12,0,0,0,1,0
3,2,21,U4,M,0,1,4,0,4,4,0,3
3,2,37,U4,M,0,0,1,6,4,1,4,0
3,3,5,D1,F,6,2,0,3,0,0,4,1
3,3,21,D1,F,1,1,3,1,1,1,1,7
3,3,37,D1,F,5,2,2,1,3,0,1,1
3,3,1,D2,F,1,5,1,1,3,2,0,2
3,3,17,D2,F,3,0,4,0,1,8,0,0
3,3,33,D2,F,0,2,3,1,4,3,3,0
3,3,10,D3,F,5,6,0,2,0,0,2,1
3,3,26,D3,F,0,1,8,1,0,1,0,4
3,3,42,D3,F,8,0,0,1,0,4,1,1
3,3,4,D4,F,6,0,2,0,1,4,0,3
3,3,20,D4,F,0,1,2,2,6,3,1,1
3,3,36,D4,F,1,0,1,3,0,1,0,9
3,3,9,U1,F,1,1,4,3,0,2,5,0
3,3,25,U1,F,1,0,1,0,4,1,1,7
3,3,41,U1,F,1,1,1,0,6,2,0,3
3,3,15,U2,F,3,2,1,1,2,0,1,5
3,3,31,U2,F,3,0,0,2,3,0,5,2
3,3,47,U2,F,0,2,4,5,0,4,0,1
3,3,6,U3,F,0,0,5,4,2,5,0,0
3,3,22,U3,F,0,1,0,3,1,6,4,1
3,3,38,U3,F,0,0,0,10,2,0,2,2
3,3,2,U4,F,0,1,5,0,3,2,1,0
3,3,18,U4,F,2,3,0,0,1,0,8,2
3,3,34,U4,F,0,3,0,2,0,7,3,1
3,3,3,D1,M,2,3,2,3,1,0,5,0
3,3,19,D1,M,3,2,0,4,0,5,2,0
3,3,35,D1,M,3,0,2,2,0,0,1,10
3,3,8,D2,M,0,0,6,0,0,5,4,1
3,3,24,D2,M,5,2,4,0,0,2,1,2
3,3,40,D2,M,5,0,2,4,5,0,0,0
3,3,14,D3,M,2,0,1,1,3,7,0,2
3,3,30,D3,M,7,1,1,0,0,0,3,4
3,3,46,D3,M,2,0,1,8,4,0,0,1
3,3,11,D4,M,12,3,0,1,0,0,0,0
3,3,27,D4,M,0,1,3,0,0,0,3,9
3,3,43,D4,M,3,0,0,0,0,1,2,6
3,3,16,U1,M,1,2,3,1,1,2,3,3
3,3,32,U1,M,1,1,4,0,5,3,0,2
3,3,48,U1,M,4,5,2,3,0,1,1,0
3,3,12,U2,M,0,9,4,0,0,2,0,0
3,3,28,U2,M,0,1,0,8,5,0,2,0
3,3,44,U2,M,5,2,0,0,1,5,0,2
3,3,13,U3,M,5,1,0,0,5,3,1,0
3,3,29,U3,M,3,3,1,7,0,0,0,2
3,3,45,U3,M,7,5,0,0,0,0,3,1
3,3,7,U4,M,0,2,1,8,1,1,0,3
3,3,23,U4,M,0,5,3,3,3,0,1,0
3,3,39,U4,M,1,0,1,1,5,0,1,7
3,4,4,D1,F,1,2,0,3,2,1,3,4
3,4,20,D1,F,2,3,0,3,3,2,0,2
3,4,36,D1,F,4,0,4,2,3,0,1,2
3,4,6,D2,F,8,0,0,2,5,0,1,0
3,4,22,D2,F,3,0,2,1,1,0,4,4
3,4,38,D2,F,1,2,7,2,1,1,1,1
3,4,12,D3,F,0,1,5,2,0,6,0,1
3,4,28,D3,F,3,3,0,1,3,1,2,2
3,4,44,D3,F,3,4,0,4,0,2,0,3
3,4,9,D4,F,4,3,2,1,4,0,1,1
3,4,25,D4,F,2,4,0,1,0,1,2,5
3,4,41,D4,F,1,0,0,3,7,5,0,0
3,4,1,U1,F,2,0,1,1,4,6,1,1
3,4,17,U1,F,0,4,0,6,2,1,1,2
3,4,33,U1,F,0,0,3,0,5,3,1,4
3,4,3,U2,F,0,2,1,3,1,1,4,4
3,4,19,U2,F,3,1,3,3,1,1,3,1
3,4,35,U2,F,4,3,0,1,0,4,1,1
3,4,15,U3,F,0,0,0,1,5,4,0,5
3,4,31,U3,F,0,1,0,3,4,3,5,0
3,4,47,U3,F,4,3,1,2,4,1,0,1
3,4,5,U4,F,3,0,1,0,2,6,0,3
3,4,21,U4,F,1,0,3,7,1,1,0,3
3,4,37,U4,F,5,4,2,2,0,0,1,1
3,4,2,D1,M,0,0,0,7,5,1,1,1
3,4,18,D1,M,5,0,3,1,1,0,4,1
3,4,34,D1,M,0,4,4,0,3,2,3,0
3,4,13,D2,M,4,0,0,0,1,0,0,11
3,4,29,D2,M,0,3,0,5,4,0,0,4
3,4,45,D2,M,4,2,6,0,0,0,0,3
3,4,11,D3,M,0,2,6,1,2,3,2,0
3,4,27,D3,M,0,0,3,1,5,2,4,1
3,4,43,D3,M,3,2,3,0,0,0,7,0
3,4,7,D4,M,3,6,2,2,1,0,0,1
3,4,23,D4,M,0,4,5,7,0,0,0,0
3,4,39,D4,M,0,0,7,0,1,2,5,1
3,4,8,U1,M,2,2,1,2,3,0,6,0
3,4,24,U1,M,1,1,0,2,3,1,4,2
3,4,40,U1,M,10,4,0,0,2,0,0,0
3,4,10,U2,M,3,5,0,1,1,1,4,1
3,4,26,U2,M,0,0,0,14,1,0,0,0
3,4,42,U2,M,3,9,0,0,0,1,0,3
3,4,14,U3,M,2,4,0,1,3,1,5,0
3,4,30,U3,M,3,2,3,4,4,0,0,0
3,4,46,U3,M,0,6,0,3,0,3,0,3
3,4,16,U4,M,1,4,0,3,1,4,2,0
3,4,32,U4,M,8,1,1,2,1,0,3,0
3,4,48,U4,M,0,0,2,2,4,1,1,6
4,1,12,D1,F,0,3,3,0,2,7,0,1
4,1,28,D1,F,1,3,0,0,1,1,6,4
4,1,44,D1,F,5,5,0,0,0,0,4,2
4,1,2,D2,F,1,0,4,3,0,2,1,5
4,1,18,D2,F,3,1,2,2,2,3,2,1
4,1,34,D2,F,0,0,3,0,4,6,0,3
4,1,13,D3,F,1,3,2,2,1,3,3,1
4,1,29,D3,F,5,0,0,4,6,1,0,0
4,1,45,D3,F,6,0,4,4,0,1,1,0
4,1,9,D4,F,4,6,2,2,0,0,0,3
4,1,25,D4,F,5,0,0,1,2,0,3,5
4,1,41,D4,F,1,2,3,2,3,1,2,1
4,1,8,U1,F,5,4,2,2,1,0,2,0
4,1,24,U1,F,3,1,0,4,0,0,4,3
4,1,40,U1,F,2,0,5,3,4,1,0,0
4,1,11,U2,F,7,0,0,0,3,0,0,6
4,1,27,U2,F,5,0,1,3,1,3,2,1
4,1,43,U2,F,5,0,2,0,0,0,3,6
4,1,15,U3,F,4,1,3,2,1,3,2,0
4,1,31,U3,F,3,0,3,3,0,2,4,0
4,1,47,U3,F,0,2,2,2,3,2,1,3
4,1,5,U4,F,7,1,3,3,1,1,0,0
4,1,21,U4,F,1,2,5,0,2,0,2,4
4,1,37,U4,F,4,0,1,3,1,0,5,2
4,1,6,D1,M,0,1,3,0,2,2,7,1
4,1,22,D1,M,1,1,2,2,4,3,2,1
4,1,38,D1,M,3,0,1,5,4,0,2,1
4,1,10,D2,M,0,2,4,2,0,2,4,1
4,1,26,D2,M,4,1,5,0,0,4,1,1
4,1,42,D2,M,0,0,0,4,0,1,8,2
4,1,3,D3,M,2,3,2,1,1,5,1,1
4,1,19,D3,M,0,0,1,5,3,3,1,2
4,1,35,D3,M,2,3,0,0,1,4,4,1
4,1,16,D4,M,5,3,0,6,0,1,1,0
4,1,32,D4,M,0,0,5,1,5,4,0,1
4,1,48,D4,M,0,0,2,7,1,0,1,5
4,1,14,U1,M,4,0,3,4,1,3,1,0
4,1,30,U1,M,1,0,3,4,3,3,1,1
4,1,46,U1,M,7,6,0,1,0,0,0,2
4,1,7,U2,M,0,6,4,0,3,3,0,0
4,1,23,U2,M,2,5,5,2,0,1,0,1
4,1,39,U2,M,0,0,0,4,4,0,0,8
4,1,4,U3,M,1,3,1,0,1,6,3,1
4,1,20,U3,M,0,0,3,2,10,0,0,1
4,1,36,U3,M,2,4,1,0,1,2,0,6
4,1,1,U4,M,1,1,0,4,2,2,5,1
4,1,17,U4,M,5,1,0,3,3,3,1,0
4,1,33,U4,M,0,0,0,1,5,8,2,0
4,2,3,D1,F,0,0,2,4,6,2,1,0
4,2,19,D1,F,1,0,2,2,2,0,7,2
4,2,35,D1,F,0,1,1,1,3,4,2,3
4,2,10,D2,F,0,1,5,3,2,3,0,1
4,2,26,D2,F,1,3,2,1,0,0,3,5
4,2,42,D2,F,4,2,0,2,2,3,2,1
4,2,16,D3,F,1,5,0,4,0,6,0,0
4,2,32,D3,F,1,0,2,1,5,5,2,0
4,2,48,D3,F,0,3,3,1,3,1,0,5
4,2,7,D4,F,3,1,6,0,3,2,1,0
4,2,23,D4,F,1,1,2,4,1,1,1,5
4,2,39,D4,F,6,2,2,3,0,0,3,0
4,2,1,U1,F,1,1,2,1,7,4,0,0
4,2,17,U1,F,3,1,2,1,0,3,1,4
4,2,33,U1,F,0,3,1,2,1,2,3,3
4,2,5,U2,F,5,0,2,0,6,2,0,1
4,2,21,U2,F,1,0,0,11,0,4,0,0
4,2,37,U2,F,4,1,5,2,2,1,1,0
4,2,6,U3,F,0,1,1,5,4,2,3,0
4,2,22,U3,F,1,1,1,2,1,4,0,3
4,2,38,U3,F,2,1,0,3,2,2,2,4
4,2,15,U4,F,0,0,0,3,1,6,2,4
4,2,31,U4,F,1,0,1,2,3,6,3,0
4,2,47,U4,F,0,1,3,3,3,0,5,1
4,2,8,D1,M,1,1,2,0,1,6,3,2
4,2,24,D1,M,0,1,1,1,1,1,0,11
4,2,40,D1,M,3,2,1,1,2,3,2,2
4,2,9,D2,M,2,6,1,0,0,0,0,7
4,2,25,D2,M,2,3,3,3,2,1,1,1
4,2,41,D2,M,4,1,5,0,3,1,1,1
4,2,13,D3,M,6,1,0,2,1,2,2,0
4,2,29,D3,M,2,0,0,9,1,0,0,4
4,2,45,D3,M,1,6,0,0,0,0,0,8
4,2,2,D4,M,0,0,0,4,3,3,5,1
4,2,18,D4,M,4,3,3,0,0,4,1,1
4,2,34,D4,M,0,0,1,0,5,1,7,2
4,2,11,U1,M,0,9,0,0,2,0,0,4
4,2,27,U1,M,2,0,0,0,2,3,7,1
4,2,43,U1,M,1,4,1,1,0,5,0,4
4,2,4,U2,M,1,2,0,2,8,0,0,3
4,2,20,U2,M,0,1,2,2,3,1,3,4
4,2,36,U2,M,0,0,2,3,2,8,0,0
4,2,12,U3,M,1,1,1,2,2,3,1,5
4,2,28,U3,M,5,1,0,0,7,1,1,0
4,2,44,U3,M,4,2,0,0,3,4,2,1
4,2,14,U4,M,0,3,0,2,3,3,0,5
4,2,30,U4,M,3,4,3,0,4,2,0,0
4,2,46,U4,M,2,0,5,2,0,4,0,2
4,3,7,D1,F,4,1,4,1,2,0,1,3
4,3,23,D1,F,1,2,3,1,2,0,4,2
4,3,39,D1,F,0,0,5,1,3,3,0,2
4,3,2,D2,F,0,1,4,4,3,2,1,1
4,3,18,D2,F,2,0,2,0,4,2,3,1
4,3,34,D2,F,1,2,0,2,3,2,3,1
4,3,13,D3,F,1,3,1,1,3,0,3,4
4,3,29,D3,F,0,4,0,0,3,5,1,3
4,3,45,D3,F,4,5,1,2,0,2,0,2
4,3,12,D4,F,1,4,0,1,4,4,2,0
4,3,28,D4,F,3,0,1,4,4,0,0,4
4,3,44,D4,F,1,6,2,3,1,2,0,1
4,3,14,U1,F,2,2,2,0,5,2,3,0
4,3,30,U1,F,1,5,1,3,0,1,4,0
4,3,46,U1,F,1,2,3,0,2,3,4,1
4,3,16,U2,F,3,0,3,1,0,4,3,0
4,3,32,U2,F,0,1,5,4,3,3,0,0
4,3,48,U2,F,4,3,3,2,0,2,0,1
4,3,6,U3,F,2,0,4,1,3,2,2,2
4,3,22,U3,F,1,2,0,3,2,3,3,2
4,3,38,U3,F,0,3,1,2,2,1,0,4
4,3,1,U4,F,0,2,1,6,0,0,5,2
4,3,17,U4,F,2,0,3,0,2,1,1,3
4,3,33,U4,F,1,0,2,4,4,2,0,3
4,3,15,D1,M,2,5,2,1,0,1,1,3
4,3,31,D1,M,6,0,5,0,1,3,0,1
4,3,47,D1,M,0,3,2,5,4,1,0,0
4,3,11,D2,M,0,1,1,4,2,1,0,4
4,3,27,D2,M,2,0,1,2,3,0,2,5
4,3,43,D2,M,0,7,1,3,2,2,1,0
4,3,5,D3,M,1,2,3,3,1,1,3,1
4,3,21,D3,M,2,0,5,1,2,2,2,2
4,3,37,D3,M,9,0,3,2,1,0,0,0
4,3,8,D4,M,0,2,2,2,5,2,1,0
4,3,24,D4,M,4,3,3,0,1,2,1,0
4,3,40,D4,M,4,0,1,3,0,1,0,4
4,3,3,U1,M,1,1,9,0,1,0,1,2
4,3,19,U1,M,0,4,0,4,0,3,0,4
4,3,35,U1,M,5,2,3,2,0,0,1,3
4,3,4,U2,M,2,0,2,2,1,1,2,5
4,3,20,U2,M,0,0,0,3,3,7,2,0
4,3,36,U2,M,5,1,0,2,3,0,2,3
4,3,10,U3,M,0,4,6,1,1,0,1,3
4,3,26,U3,M,6,2,3,0,0,0,4,1
4,3,42,U3,M,4,4,0,0,3,3,0,2
4,3,9,U4,M,2,4,3,0,0,0,6,0
4,3,25,U4,M,5,0,3,1,0,0,0,5
4,3,41,U4,M,2,0,2,3,3,2,1,3
4,4,7,D1,F,1,1,3,2,2,3,0,4
4,4,23,D1,F,7,2,2,1,1,2,0,0
4,4,39,D1,F,3,2,0,0,4,0,3,3
4,4,4,D2,F,1,4,2,2,1,2,3,0
4,4,20,D2,F,1,3,3,4,0,5,0,0
4,4,36,D2,F,3,4,0,3,2,0,0,3
4,4,10,D3,F,1,1,0,3,3,3,2,3
4,4,26,D3,F,4,4,0,4,0,2,0,1
4,4,42,D3,F,3,1,3,1,1,2,1,4
4,4,15,D4,F,0,4,1,4,2,1,1,3
4,4,31,D4,F,1,4,1,0,2,0,1,4
4,4,47,D4,F,1,4,3,0,4,4,0,0
4,4,13,U1,F,2,3,0,2,4,0,0,3
4,4,29,U1,F,3,0,0,1,7,1,4,0
4,4,45,U1,F,2,5,0,0,2,1,0,4
4,4,3,U2,F,0,0,0,1,1,4,6,4
4,4,19,U2,F,2,1,2,1,2,0,4,4
4,4,35,U2,F,2,2,0,1,1,0,3,6
4,4,6,U3,F,5,4,0,1,1,0,4,1
4,4,22,U3,F,4,6,0,1,0,0,1,2
4,4,38,U3,F,2,2,5,0,3,3,0,1
4,4,8,U4,F,0,2,1,2,4,2,1,3
4,4,24,U4,F,1,5,0,3,3,0,1,3
4,4,40,U4,F,2,0,1,1,2,5,4,1
4,4,11,D1,M,3,1,0,0,6,5,0,1
4,4,27,D1,M,1,0,0,1,1,1,2,9
4,4,43,D1,M,5,0,0,5,1,0,3,2
4,4,12,D2,M,1,6,1,3,2,0,2,0
4,4,28,D2,M,1,0,1,5,7,0,0,1
4,4,44,D2,M,3,3,2,0,0,0,1,7
4,4,5,D3,M,3,2,4,4,1,0,1,1
4,4,21,D3,M,2,0,3,6,0,0,0,5
4,4,37,D3,M,2,1,4,2,2,2,0,3
4,4,16,D4,M,2,3,0,1,3,2,2,2
4,4,32,D4,M,0,0,4,5,4,1,0,2
4,4,48,D4,M,0,3,0,5,2,5,1,0
4,4,14,U1,M,0,1,0,1,4,5,0,2
4,4,30,U1,M,0,0,0,0,0,3,9,4
4,4,46,U1,M,2,0,8,0,0,0,5,1
4,4,2,U2,M,2,1,1,4,1,2,1,4
4,4,18,U2,M,6,0,4,0,1,0,4,1
4,4,34,U2,M,0,0,2,2,0,0,5,6
4,4,9,U3,M,0,5,5,0,5,1,0,0
4,4,25,U3,M,5,1,2,0,2,2,0,4
4,4,41,U3,M,0,5,3,1,4,1,0,2
4,4,1,U4,M,4,0,0,0,0,0,5,7
4,4,17,U4,M,4,5,3,1,0,1,1,0
4,4,33,U4,M,0,1,5,0,2,1,1,5
5,1,5,D1,F,3,3,1,3,1,0,0,5
5,1,21,D1,F,1,1,0,2,4,3,0,3
5,1,37,D1,F,2,3,2,1,0,1,5,1
5,1,6,D2,F,0,4,0,3,0,3,0,6
5,1,22,D2,F,4,4,1,2,0,1,1,2
5,1,38,D2,F,2,2,4,0,2,0,0,6
5,1,11,D3,F,2,5,5,2,0,1,0,0
5,1,27,D3,F,1,1,0,0,7,1,4,2
5,1,43,D3,F,1,1,1,2,0,5,3,3
5,1,10,D4,F,0,1,7,1,1,2,3,0
5,1,26,D4,F,3,2,2,3,1,1,1,2
5,1,42,D4,F,2,0,2,1,2,4,4,0
5,1,4,U1,F,0,1,2,3,1,0,6,2
5,1,20,U1,F,1,1,3,5,2,3,1,1
5,1,36,U1,F,2,4,0,3,4,1,0,0
5,1,1,U2,F,0,0,1,0,1,4,5,3
5,1,17,U2,F,0,1,2,2,0,2,4,5
5,1,33,U2,F,0,2,3,1,4,0,2,2
5,1,16,U3,F,5,3,0,1,0,0,2,5
5,1,32,U3,F,4,1,2,1,3,1,1,1
5,1,48,U3,F,0,5,1,6,0,3,1,0
5,1,15,U4,F,1,2,1,2,1,0,5,2
5,1,31,U4,F,4,0,2,1,6,1,0,1
5,1,47,U4,F,0,0,1,1,5,0,3,6
5,1,9,D1,M,7,1,3,0,0,0,2,3
5,1,25,D1,M,2,2,2,1,4,1,3,0
5,1,41,D1,M,0,1,5,3,4,0,1,1
5,1,13,D2,M,3,0,0,0,1,4,2,5
5,1,29,D2,M,3,3,0,2,4,0,3,1
5,1,45,D2,M,1,2,4,0,5,0,4,0
5,1,8,D3,M,4,7,0,1,0,2,0,2
5,1,24,D3,M,2,5,0,1,5,0,2,0
5,1,40,D3,M,2,3,2,1,0,1,6,1
5,1,3,D4,M,0,3,0,1,6,1,4,1
5,1,19,D4,M,1,0,1,5,0,3,6,0
5,1,35,D4,M,1,3,1,0,2,0,1,8
5,1,12,U1,M,0,9,0,2,1,1,2,1
5,1,28,U1,M,1,6,2,0,2,2,1,1
5,1,44,U1,M,4,1,1,1,1,4,3,0
5,1,7,U2,M,0,0,1,1,4,6,1,3
5,1,23,U2,M,0,1,5,1,1,1,0,6
5,1,39,U2,M,2,0,3,6,2,2,0,1
5,1,2,U3,M,0,4,1,0,0,0,7,3
5,1,18,U3,M,8,1,1,0,1,0,3,1
5,1,34,U3,M,1,2,6,1,0,0,1,4
5,1,14,U4,M,1,3,0,1,3,8,0,0
5,1,30,U4,M,0,2,1,10,2,0,0,0
5,1,46,U4,M,9,0,0,1,0,0,0,6
5,2,2,D1,F,0,0,5,4,4,2,0,2
5,2,18,D1,F,2,2,1,2,2,0,4,3
5,2,34,D1,F,3,0,0,0,5,1,3,4
5,2,7,D2,F,4,1,1,2,4,2,0,1
5,2,23,D2,F,0,8,0,2,2,2,1,1
5,2,39,D2,F,2,0,3,4,2,2,0,3
5,2,4,D3,F,1,0,4,7,3,0,0,0
5,2,20,D3,F,1,0,2,2,4,1,3,3
5,2,36,D3,F,2,1,2,0,5,3,1,1
5,2,13,D4,F,2,2,2,0,4,2,2,2
5,2,29,D4,F,4,2,0,1,0,2,1,6
5,2,45,D4,F,3,0,3,3,2,0,0,5
5,2,10,U1,F,0,0,6,1,4,2,1,0
5,2,26,U1,F,1,0,3,1,9,0,0,1
5,2,42,U1,F,1,0,1,1,0,3,5,5
5,2,14,U2,F,0,1,1,3,7,0,0,3
5,2,30,U2,F,2,2,2,1,4,2,1,2
5,2,46,U2,F,4,1,1,2,0,3,1,2
5,2,11,U3,F,3,4,6,1,0,0,0,2
5,2,27,U3,F,7,2,2,0,0,2,0,2
5,2,43,U3,F,2,3,0,1,2,3,0,5
5,2,16,U4,F,2,1,2,1,5,2,1,2
5,2,32,U4,F,2,4,3,1,2,4,0,0
5,2,48,U4,F,2,0,2,6,2,1,0,3
5,2,5,D1,M,0,1,3,5,2,2,1,1
5,2,21,D1,M,0,0,3,1,5,3,2,2
5,2,37,D1,M,4,0,2,5,1,2,0,1
5,2,12,D2,M,0,2,6,0,1,1,5,1
5,2,28,D2,M,3,2,2,2,1,0,3,1
5,2,44,D2,M,3,2,3,2,1,0,0,4
5,2,9,D3,M,4,0,7,2,0,0,0,1
5,2,25,D3,M,1,6,2,1,0,2,0,4
5,2,41,D3,M,2,0,4,1,0,4,5,0
5,2,8,D4,M,4,0,3,2,1,1,0,5
5,2,24,D4,M,1,3,0,1,0,4,2,5
5,2,40,D4,M,0,2,1,1,4,0,0,4
5,2,1,U1,M,1,1,0,1,2,1,4,5
5,2,17,U1,M,5,1,6,2,1,0,0,1
5,2,33,U1,M,2,4,2,0,0,3,0,5
5,2,6,U2,M,2,1,0,3,2,5,0,2
5,2,22,U2,M,6,0,0,0,2,3,1,3
5,2,38,U2,M,2,1,1,3,6,0,1,1
