Generation,Block,Dish,Lineage,Sex,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
5,2,15,U3,M,0,4,3,4,0,0,2,3
5,2,31,U3,M,1,2,4,2,3,2,1,1
5,2,47,U3,M,4,2,3,2,0,2,1,0
5,2,3,U4,M,10,1,1,3,1,0,0,0
5,2,19,U4,M,0,1,0,0,2,1,3,8
5,2,35,U4,M,10,1,1,0,1,1,1,1
5,3,12,D1,F,2,2,1,2,5,1,2,1
5,3,28,D1,F,2,1,6,0,0,3,2,2
5,3,44,D1,F,1,2,2,1,2,1,7,0
5,3,5,D2,F,1,1,0,3,6,3,1,0
5,3,21,D2,F,2,2,1,5,3,0,3,0
5,3,37,D2,F,0,2,1,2,1,2,3,5
5,3,16,D3,F,3,0,0,4,4,0,1,4
5,3,32,D3,F,2,4,1,3,0,5,1,0
5,3,48,D3,F,2,2,1,1,2,0,6,2
5,3,13,D4,F,1,2,4,1,3,3,0,2
5,3,29,D4,F,1,0,2,4,5,1,2,1
5,3,45,D4,F,4,2,1,1,2,1,0,4
5,3,15,U1,F,2,3,1,2,1,1,1,4
5,3,31,U1,F,0,4,0,3,1,2,0,6
5,3,47,U1,F,5,1,1,2,0,2,3,1
5,3,8,U2,F,6,3,0,0,0,1,6,0
5,3,24,U2,F,2,3,3,4,0,0,3,1
5,3,40,U2,F,0,3,2,3,0,0,4,4
5,3,1,U3,F,1,2,1,0,5,5,0,1
5,3,17,U3,F,2,0,3,1,2,3,4,1
5,3,33,U3,F,2,1,3,5,2,1,2,0
5,3,6,U4,F,0,3,1,0,0,2,5,5
5,3,22,U4,F,2,4,3,1,3,3,0,0
5,3,38,U4,F,1,4,1,1,2,1,0,6
5,3,2,D1,M,0,0,0,3,4,2,7,0
5,3,18,D1,M,1,1,3,4,1,1,2,3
5,3,34,D1,M,0,1,0,1,1,1,6,5
5,3,11,D2,M,7,4,0,1,1,0,3,0
5,3,27,D2,M,5,0,1,4,5,0,1,0
5,3,43,D2,M,2,3,1,0,3,0,3,3
5,3,3,D3,M,0,6,0,4,1,6,0,0
5,3,19,D3,M,9,1,0,2,0,1,1,2
5,3,35,D3,M,0,1,1,1,5,5,0,3
5,3,7,D4,M,1,1,2,1,2,4,4,1
5,3,23,D4,M,5,4,0,2,2,0,1,2
5,3,39,D4,M,5,2,2,0,5,0,0,2
5,3,10,U1,M,1,0,1,0,0,0,5,9
5,3,26,U1,M,3,0,0,1,6,0,3,2
5,3,42,U1,M,1,0,0,0,0,3,3,9
5,3,14,U2,M,6,2,0,1,5,0,2,0
5,3,30,U2,M,0,0,0,0,3,2,8,3
5,3,46,U2,M,3,0,1,4,0,6,0,2
5,3,4,U3,M,4,0,6,2,1,1,1,1
5,3,20,U3,M,0,4,1,0,5,0,6,0
5,3,36,U3,M,4,0,4,0,0,0,6,2
5,3,9,U4,M,0,0,0,0,3,0,0,12
5,3,25,U4,M,0,0,0,7,2,3,0,4
5,3,41,U4,M,4,4,2,2,1,1,1,0
5,4,12,D1,F,3,3,0,1,2,4,0,3
5,4,28,D1,F,1,0,0,9,0,0,3,2
5,4,44,D1,F,2,0,2,1,0,0,1,10
5,4,1,D2,F,2,6,0,1,2,0,1,4
5,4,17,D2,F,0,2,0,1,3,6,1,3
5,4,33,D2,F,1,0,1,3,3,3,4,1
5,4,6,D3,F,4,3,3,4,1,0,1,0
5,4,22,D3,F,6,4,0,2,0,1,0,3
5,4,38,D3,F,2,0,0,2,10,0,1,0
5,4,15,D4,F,0,2,0,1,1,2,6,3
5,4,31,D4,F,0,1,5,2,0,7,1,0
5,4,47,D4,F,0,4,1,3,4,2,2,0
5,4,7,U1,F,1,6,0,1,0,0,0,6
5,4,23,U1,F,0,0,1,1,2,2,0,8
5,4,39,U1,F,5,2,0,0,3,0,3,3
5,4,9,U2,F,2,2,5,2,3,0,1,1
5,4,25,U2,F,7,0,3,0,0,0,2,1
5,4,41,U2,F,0,2,0,5,3,5,1,0
5,4,10,U3,F,1,0,1,3,1,5,2,2
5,4,26,U3,F,2,2,0,0,0,2,8,2
5,4,42,U3,F,1,3,1,1,2,1,4,3
5,4,13,U4,F,0,0,3,5,4,4,0,0
5,4,29,U4,F,4,0,0,2,0,4,3,3
5,4,45,U4,F,2,3,2,3,1,3,0,2
5,4,2,D1,M,0,0,0,0,5,7,4,0
5,4,18,D1,M,5,1,4,1,0,0,1,3
5,4,34,D1,M,0,2,3,7,0,4,0,0
5,4,5,D2,M,0,1,1,0,2,8,1,3
5,4,21,D2,M,1,4,0,2,0,0,0,8
5,4,37,D2,M,0,4,4,1,2,0,0,5
5,4,16,D3,M,0,1,0,5,2,4,3,0
5,4,32,D3,M,4,0,3,1,2,6,0,0
5,4,48,D3,M,1,0,1,6,1,0,7,0
5,4,8,D4,M,0,3,3,0,6,1,3,0
5,4,24,D4,M,1,2,1,2,0,5,1,0
5,4,40,D4,M,0,2,2,1,1,5,0,4
5,4,14,U1,M,4,1,0,2,4,2,1,1
5,4,30,U1,M,0,5,0,3,0,7,0,0
5,4,46,U1,M,1,0,1,6,5,1,1,0
5,4,4,U2,M,0,0,7,3,1,1,0,4
5,4,20,U2,M,0,4,0,0,5,2,3,1
5,4,36,U2,M,3,0,2,3,3,0,3,1
5,4,11,U3,M,2,1,5,1,3,2,0,2
5,4,27,U3,M,1,0,6,2,0,4,1,2
5,4,43,U3,M,5,1,4,0,0,0,1,5
5,4,3,U4,M,0,6,1,0,1,8,0,0
5,4,19,U4,M,2,3,1,4,2,4,0,0
5,4,35,U4,M,0,1,4,0,5,0,4,2
5,5,4,C1,F,0,3,7,4,0,1,1,0
5,5,12,C1,F,0,1,2,2,2,2,4,2
5,5,20,C1,F,0,0,9,0,4,0,3,0
5,5,3,C2,F,0,0,1,5,2,4,2,2
5,5,11,C2,F,2,0,1,7,1,2,0,2
5,5,19,C2,F,1,0,0,0,3,6,3,2
5,5,1,C3,F,1,4,5,0,2,3,1,0
5,5,9,C3,F,6,1,1,1,1,1,5,0
5,5,17,C3,F,1,3,6,2,0,3,0,1
5,5,6,C4,F,0,1,3,1,2,2,2,4
5,5,14,C4,F,0,0,1,2,6,3,0,3
5,5,22,C4,F,1,3,2,3,1,4,0,0
5,5,7,C1,M,4,1,1,1,1,2,3,3
5,5,15,C1,M,2,1,1,4,1,4,2,0
5,5,23,C1,M,3,6,4,1,0,0,1,0
5,5,8,C2,M,1,0,0,0,0,0,6,6
5,5,16,C2,M,0,1,5,5,0,4,1,0
5,5,24,C2,M,0,0,4,2,0,0,8,2
5,5,5,C3,M,0,1,0,5,2,0,5,2
5,5,13,C3,M,0,1,0,5,5,2,1,1
5,5,21,C3,M,2,1,1,1,5,2,1,0
5,5,2,C4,M,7,3,2,1,1,2,0,0
5,5,10,C4,M,0,1,0,2,4,1,2,6
5,5,18,C4,M,1,0,6,4,1,0,1,3
5,6,5,C1,F,4,2,1,1,2,3,0,2
5,6,13,C1,F,0,8,1,0,0,5,2,0
5,6,21,C1,F,0,0,4,4,2,3,2,0
5,6,2,C2,F,1,6,6,0,2,0,0,1
5,6,10,C2,F,0,1,1,2,12,0,0,0
5,6,18,C2,F,3,0,2,1,4,0,0,4
5,6,4,C3,F,0,6,2,2,1,1,4,0
5,6,12,C3,F,2,1,6,1,3,0,0,0
5,6,20,C3,F,4,5,1,1,3,0,1,1
5,6,7,C4,F,9,1,0,1,1,0,0,3
5,6,15,C4,F,5,2,0,0,1,0,0,7
5,6,23,C4,F,1,0,2,1,2,4,2,4
5,6,3,C1,M,0,0,0,5,6,2,0,3
5,6,11,C1,M,6,0,3,0,0,3,0,4
5,6,19,C1,M,0,0,0,4,5,2,0,5
5,6,6,C2,M,8,3,0,0,1,4,0,0
5,6,14,C2,M,1,0,0,6,4,1,3,1
5,6,22,C2,M,2,4,2,0,4,4,0,0
5,6,1,C3,M,0,4,3,2,1,5,0,1
5,6,9,C3,M,3,3,2,1,0,2,1,4
5,6,17,C3,M,1,3,8,1,0,0,1,2
5,6,8,C4,M,0,1,1,1,3,0,4,4
5,6,16,C4,M,1,0,1,5,5,0,0,3
5,6,24,C4,M,8,0,0,0,4,2,0,1
6,1,4,D1,F,0,0,3,1,1,3,8,0
6,1,25,D1,F,2,5,1,1,1,1,0,4
6,1,41,D1,F,5,0,1,6,2,1,0,0
6,1,7,D2,F,2,2,2,0,6,1,2,1
6,1,20,D2,F,2,2,5,0,1,5,1,0
6,1,46,D2,F,0,3,5,2,0,3,1,2
6,1,10,D3,F,0,1,4,6,4,0,1,0
6,1,32,D3,F,0,2,3,3,1,3,3,0
6,1,34,D3,F,1,0,0,3,7,4,1,0
6,1,16,D4,F,2,5,1,1,1,0,4,2
6,1,29,D4,F,2,6,3,0,0,0,0,5
6,1,33,D4,F,0,1,0,3,2,4,5,1
6,1,15,U1,F,2,0,1,0,4,4,5,0
6,1,23,U1,F,2,0,2,1,1,1,2,7
6,1,35,U1,F,1,5,1,0,1,1,0,7
6,1,12,U2,F,4,1,1,0,7,2,1,0
6,1,22,U2,F,7,0,0,0,0,4,0,5
6,1,38,U2,F,5,0,0,1,2,1,4,3
6,1,8,U3,F,3,4,1,0,0,0,2,6
6,1,17,U3,F,3,2,0,1,3,4,1,2
6,1,37,U3,F,0,0,3,0,6,1,0,5
6,1,13,U4,F,0,0,6,0,5,0,5,0
6,1,19,U4,F,3,0,0,5,1,0,1,3
6,1,45,U4,F,5,6,4,0,1,0,0,0
6,1,1,D1,M,1,0,5,1,5,2,2,0
6,1,18,D1,M,1,4,6,0,0,0,1,3
6,1,48,D1,M,0,1,11,0,2,0,2,0
6,1,6,D2,M,3,1,0,6,2,2,2,0
6,1,21,D2,M,0,0,3,1,6,3,2,1
6,1,36,D2,M,2,0,2,2,3,2,0,5
6,1,2,D3,M,0,4,6,2,0,0,4,0
6,1,27,D3,M,1,1,6,1,1,2,4,0
6,1,43,D3,M,4,3,0,1,1,4,1,2
6,1,14,D4,M,3,8,0,0,1,2,1,1
6,1,31,D4,M,4,5,2,0,1,1,2,0
6,1,39,D4,M,1,1,8,0,0,0,4,2
6,1,11,U1,M,4,1,3,1,1,0,1,5
6,1,28,U1,M,3,0,1,6,1,2,3,0
6,1,47,U1,M,1,5,0,2,3,0,5,0
6,1,3,U2,M,1,0,4,3,2,2,4,0
6,1,26,U2,M,1,4,0,3,0,4,0,4
6,1,40,U2,M,1,4,9,2,0,0,0,0
6,1,9,U3,M,1,3,6,1,2,0,0,3
6,1,30,U3,M,0,6,5,1,3,0,0,0
6,1,42,U3,M,3,3,0,1,1,2,2,3
6,1,5,U4,M,6,1,3,0,3,2,1,0
6,1,24,U4,M,1,1,2,0,2,4,5,1
6,1,44,U4,M,5,2,0,0,2,0,6,0
6,2,4,D1,F,1,0,5,3,6,0,0,1
6,2,26,D1,F,2,1,2,1,2,3,3,1
6,2,39,D1,F,0,2,2,3,2,0,3,4
6,2,12,D2,F,4,1,0,3,1,0,5,0
6,2,21,D2,F,0,0,6,4,0,0,3,3
6,2,46,D2,F,1,2,0,3,1,1,5,3
6,2,14,D3,F,1,3,0,1,4,2,1,3
6,2,17,D3,F,4,1,0,1,1,3,0,6
6,2,44,D3,F,1,1,1,1,0,5,5,1
6,2,2,D4,F,0,8,0,1,3,1,2,1
6,2,20,D4,F,0,0,0,2,6,3,3,2
6,2,38,D4,F,0,1,3,0,9,0,2,1
6,2,11,U1,F,0,4,7,4,0,1,0,0
6,2,32,U1,F,2,0,3,1,2,0,5,1
6,2,35,U1,F,3,0,0,3,2,1,5,2
6,2,8,U2,F,0,2,1,0,3,0,10,0
6,2,29,U2,F,4,0,1,2,0,1,4,4
6,2,41,U2,F,1,4,3,1,4,1,2,0
6,2,7,U3,F,2,1,2,2,2,3,1,2
6,2,19,U3,F,2,4,0,2,3,1,0,4
6,2,33,U3,F,5,2,0,2,2,3,0,2
6,2,13,U4,F,0,3,5,3,1,2,2,0
6,2,28,U4,F,1,1,0,2,2,2,1,5
6,2,37,U4,F,2,0,0,8,4,0,0,2
6,2,10,D1,M,0,0,5,3,3,1,4,0
6,2,25,D1,M,2,0,4,0,7,0,1,1
6,2,42,D1,M,2,3,0,1,0,3,1,4
6,2,1,D2,M,0,1,2,2,6,2,1,0
6,2,30,D2,M,1,1,4,6,2,0,1,1
6,2,34,D2,M,0,2,6,0,0,4,4,0
6,2,5,D3,M,4,6,1,2,1,1,0,1
6,2,22,D3,M,0,11,2,0,2,0,0,1
6,2,36,D3,M,2,0,5,2,2,0,1,4
6,2,6,D4,M,0,1,1,2,2,1,2,7
6,2,18,D4,M,4,3,1,1,1,2,2,0
6,2,48,D4,M,3,0,4,3,0,4,0,2
6,2,16,U1,M,5,0,4,2,0,2,1,2
6,2,23,U1,M,2,2,3,4,0,3,0,2
6,2,45,U1,M,2,1,3,0,0,2,2,6
6,2,9,U2,M,0,0,2,4,7,0,0,3
6,2,27,U2,M,3,0,5,1,0,0,0,7
6,2,43,U2,M,1,1,2,1,0,1,2,7
6,2,3,U3,M,6,4,3,2,0,0,0,0
6,2,24,U3,M,4,2,3,1,1,0,4,1
6,2,47,U3,M,2,1,8,0,0,3,0,1
6,2,15,U4,M,1,2,2,0,3,4,0,4
6,2,31,U4,M,1,0,1,0,2,2,1,7
6,2,40,U4,M,1,1,4,0,2,1,2,5
6,3,15,D1,F,2,2,2,2,1,1,3,3
6,3,28,D1,F,1,1,5,5,0,3,0,0
6,3,37,D1,F,1,0,1,2,2,4,1,5
6,3,5,D2,F,0,4,3,3,5,1,0,0
6,3,17,D2,F,7,2,1,1,2,1,0,2
6,3,47,D2,F,1,0,1,2,0,5,3,3
6,3,7,D3,F,3,4,1,0,1,1,0,6
6,3,32,D3,F,0,1,3,1,3,4,2,1
6,3,38,D3,F,2,6,1,0,4,0,1,1
6,3,4,D4,F,0,6,3,1,0,0,1,3
6,3,19,D4,F,3,3,0,1,3,1,1,3
6,3,39,D4,F,1,2,2,3,1,1,2,3
6,3,2,U1,F,5,1,0,0,2,3,1,3
6,3,29,U1,F,1,3,0,1,2,1,4,2
6,3,45,U1,F,4,3,1,2,0,0,3,0
6,3,14,U2,F,2,2,0,1,3,1,5,2
6,3,26,U2,F,1,3,2,2,3,0,0,4
6,3,46,U2,F,1,1,5,2,3,0,1,2
6,3,10,U3,F,0,2,6,2,3,2,1,0
6,3,25,U3,F,2,2,0,2,1,1,3,2
6,3,44,U3,F,5,1,3,2,1,0,2,2
6,3,16,U4,F,0,4,2,1,0,6,1,2
6,3,23,U4,F,1,0,5,5,2,2,0,1
6,3,33,U4,F,0,3,0,4,2,3,1,3
6,3,9,D1,M,1,5,3,1,0,2,2,0
6,3,21,D1,M,1,0,2,5,2,2,2,0
6,3,42,D1,M,1,1,1,2,5,2,0,4
6,3,1,D2,M,1,3,1,0,6,4,0,1
6,3,22,D2,M,1,1,2,1,1,2,0,7
6,3,34,D2,M,1,0,4,0,3,1,6,0
6,3,11,D3,M,0,1,3,4,3,4,1,0
6,3,24,D3,M,3,1,0,1,3,0,1,6
6,3,35,D3,M,3,0,2,0,5,2,0,4
6,3,12,D4,M,2,0,0,0,1,7,0,6
6,3,31,D4,M,1,3,5,0,3,1,2,0
6,3,43,D4,M,2,0,0,0,2,2,1,9
6,3,3,U1,M,2,1,4,2,2,1,0,4
6,3,27,U1,M,3,3,0,0,3,5,1,1
6,3,48,U1,M,4,1,0,4,0,3,2,1
6,3,13,U2,M,1,3,4,2,3,1,1,1
6,3,30,U2,M,4,10,0,0,1,0,1,0
6,3,40,U2,M,7,0,2,2,1,0,1,3
6,3,8,U3,M,3,2,3,0,4,2,0,0
6,3,20,U3,M,2,3,0,5,2,3,0,1
6,3,41,U3,M,0,0,2,2,3,4,2,2
6,3,6,U4,M,0,8,4,1,1,0,0,1
6,3,18,U4,M,2,0,0,8,2,3,1,0
6,3,36,U4,M,2,0,0,5,3,0,1,5
6,4,15,D1,F,3,1,3,2,0,2,1,3
6,4,27,D1,F,6,3,1,2,0,2,1,0
6,4,43,D1,F,3,2,0,1,2,2,1,3
6,4,6,D2,F,4,1,2,2,0,0,0,6
6,4,26,D2,F,3,1,1,1,2,5,1,1
6,4,40,D2,F,0,2,0,4,4,0,4,2
6,4,14,D3,F,0,4,1,1,2,3,4,1
6,4,18,D3,F,2,1,0,2,6,3,1,1
6,4,46,D3,F,1,3,1,4,3,0,2,2
6,4,10,D4,F,3,2,2,2,3,0,0,3
6,4,30,D4,F,3,0,3,4,1,0,2,3
6,4,35,D4,F,1,0,3,3,1,0,4,4
6,4,2,U1,F,2,8,1,0,1,0,2,1
6,4,17,U1,F,0,0,5,2,2,3,2,1
6,4,33,U1,F,3,0,2,3,1,6,0,1
6,4,5,U2,F,1,0,4,0,1,3,2,5
6,4,24,U2,F,3,1,0,5,2,0,1,4
6,4,41,U2,F,0,2,0,0,4,3,0,6
6,4,11,U3,F,1,1,2,1,0,2,1,8
6,4,21,U3,F,1,1,0,3,7,4,0,0
6,4,37,U3,F,0,5,0,1,3,0,1,5
6,4,4,U4,F,2,1,4,3,4,2,0,0
6,4,23,U4,F,2,6,0,1,1,1,2,3
6,4,47,U4,F,0,1,2,3,2,1,2,4
6,4,9,D1,M,4,0,5,0,0,3,4,0
6,4,22,D1,M,3,4,2,1,3,0,2,1
6,4,48,D1,M,0,5,2,3,1,3,1,1
6,4,12,D2,M,0,1,0,5,3,4,3,0
6,4,20,D2,M,1,1,2,3,5,0,1,0
6,4,34,D2,M,1,2,4,0,0,4,4,0
6,4,1,D3,M,3,1,1,0,1,0,5,5
6,4,29,D3,M,1,0,1,4,7,0,0,1
6,4,39,D3,M,7,0,1,0,0,0,1,6
6,4,7,D4,M,0,3,6,4,1,2,0,0
6,4,32,D4,M,0,0,2,4,5,4,0,1
6,4,36,D4,M,3,0,4,1,1,0,1,5
6,4,13,U1,M,5,1,0,2,2,2,1,3
6,4,19,U1,M,3,0,0,2,3,1,1,6
6,4,45,U1,M,2,2,3,0,5,1,0,3
6,4,16,U2,M,1,0,0,1,5,3,5,0
6,4,25,U2,M,2,2,7,0,1,1,2,1
6,4,42,U2,M,5,2,0,1,2,0,0,5
6,4,3,U3,M,1,1,1,2,5,1,5,0
6,4,31,U3,M,3,1,5,0,6,0,0,1
6,4,44,U3,M,0,8,0,1,2,0,5,0
6,4,8,U4,M,4,0,6,2,0,0,0,4
6,4,28,U4,M,3,4,3,0,0,1,5,0
6,4,38,U4,M,5,0,0,0,5,1,2,3
7,1,7,D1,F,0,2,0,6,1,1,4,2
7,1,30,D1,F,5,5,1,2,0,0,0,2
7,1,38,D1,F,3,2,2,2,2,2,1,2
7,1,6,D2,F,1,0,1,0,1,6,6,1
7,1,32,D2,F,2,0,3,2,1,5,2,1
7,1,47,D2,F,4,1,0,4,1,0,2,3
7,1,10,D3,F,1,5,2,0,1,4,1,2
7,1,17,D3,F,2,1,4,4,0,4,1,0
7,1,41,D3,F,2,2,3,1,3,3,1,1
7,1,9,D4,F,1,1,3,0,1,0,3,1
7,1,19,D4,F,2,0,0,2,3,3,3,3
7,1,37,D4,F,0,1,3,4,2,1,1,3
7,1,4,U1,F,2,0,2,1,4,1,3,1
7,1,22,U1,F,4,0,2,2,0,3,1,4
7,1,40,U1,F,2,0,1,3,2,4,1,3
7,1,11,U2,F,2,1,1,3,1,2,0,3
7,1,24,U2,F,3,3,2,0,0,2,1,4
7,1,39,U2,F,1,3,3,0,3,0,3,2
7,1,14,U3,F,1,1,0,2,3,2,1,5
7,1,20,U3,F,0,0,3,3,4,0,2,3
7,1,43,U3,F,3,4,3,1,1,2,1,0
7,1,13,U4,F,3,2,2,4,3,2,0,0
7,1,26,U4,F,4,3,1,2,0,2,2,0
7,1,35,U4,F,1,3,3,3,2,0,2,2
7,1,16,D1,M,1,3,2,0,2,1,5,1
7,1,29,D1,M,1,2,3,0,1,2,3,0
7,1,42,D1,M,3,3,0,1,0,1,1,6
7,1,3,D2,M,0,2,4,1,0,3,2,3
7,1,28,D2,M,1,1,3,1,1,0,0,8
7,1,36,D2,M,1,0,3,4,3,0,1,3
7,1,12,D3,M,1,4,0,0,3,4,1,3
7,1,25,D3,M,6,6,0,0,1,1,1,1
7,1,46,D3,M,2,2,0,0,3,4,1,4
7,1,8,D4,M,1,0,1,0,7,3,0,4
7,1,21,D4,M,1,0,3,2,0,4,2,2
7,1,44,D4,M,3,1,5,1,1,3,0,1
7,1,15,U1,M,1,2,2,4,2,0,2,3
7,1,27,U1,M,1,0,9,2,0,1,2,1
7,1,48,U1,M,1,2,5,6,0,1,0,0
7,1,2,U2,M,0,0,1,7,5,1,1,1
7,1,18,U2,M,0,0,3,0,2,7,1,3
7,1,45,U2,M,1,1,5,1,2,2,2,2
7,1,5,U3,M,1,4,2,0,3,4,1,0
7,1,23,U3,M,3,0,4,1,1,0,4,3
7,1,33,U3,M,1,3,1,4,3,2,1,1
7,1,1,U4,M,2,5,4,1,1,1,1,1
7,1,31,U4,M,2,1,3,4,3,0,2,0
7,1,34,U4,M,3,0,0,0,2,2,3,5
7,2,11,D1,F,1,1,4,4,1,3,0,2
7,2,23,D1,F,1,7,3,1,0,2,1,1
7,2,33,D1,F,2,2,1,0,3,1,0,7
7,2,10,D2,F,2,6,3,4,0,0,0,0
7,2,26,D2,F,2,2,3,0,1,0,3,4
7,2,43,D2,F,5,0,0,1,0,1,3,6
7,2,5,D3,F,9,0,1,0,2,1,3,0
7,2,29,D3,F,2,0,1,1,1,0,3,5
7,2,48,D3,F,5,2,2,2,1,1,1,1
7,2,16,D4,F,1,1,1,1,3,3,3,3
7,2,24,D4,F,0,9,3,2,0,1,0,1
7,2,37,D4,F,1,2,2,6,1,0,2,2
7,2,13,U1,F,1,3,0,8,0,4,0,0
7,2,31,U1,F,2,1,4,3,0,1,1,3
7,2,34,U1,F,1,3,5,4,0,3,0,0
7,2,8,U2,F,7,5,1,0,1,0,2,0
7,2,21,U2,F,0,0,1,0,0,3,4,8
7,2,40,U2,F,2,4,1,4,1,0,1,2
7,2,15,U3,F,0,0,3,1,5,5,0,2
7,2,17,U3,F,2,1,0,4,1,3,1,4
7,2,44,U3,F,1,0,0,1,1,5,3,4
7,2,3,U4,F,5,2,0,2,1,3,2,1
7,2,32,U4,F,0,0,3,6,3,4,0,0
7,2,35,U4,F,5,2,0,1,1,4,3,0
7,2,1,D1,M,4,8,2,1,0,0,1,0
7,2,25,D1,M,3,0,0,0,1,2,0,10
7,2,41,D1,M,2,3,4,1,2,3,0,1
7,2,4,D2,M,8,0,3,2,1,0,1,1
7,2,18,D2,M,3,1,6,0,4,1,0,0
7,2,38,D2,M,1,0,4,7,1,1,1,1
7,2,2,D3,M,0,0,9,0,0,2,3,2
7,2,19,D3,M,2,1,0,3,1,1,5,3
7,2,36,D3,M,4,2,4,1,2,0,1,0
7,2,9,D4,M,5,3,2,0,1,0,1,3
7,2,22,D4,M,8,0,0,1,4,2,0,1
7,2,39,D4,M,1,0,3,5,5,0,0,2
7,2,6,U1,M,0,1,0,0,4,3,0,8
7,2,30,U1,M,3,2,4,2,0,0,1,4
7,2,47,U1,M,0,0,4,6,0,1,1,3
7,2,12,U2,M,0,1,0,3,2,2,2,6
7,2,27,U2,M,4,6,1,1,4,0,0,0
7,2,42,U2,M,4,1,3,1,0,2,0,5
7,2,14,U3,M,4,5,0,5,0,0,2,0
7,2,28,U3,M,2,1,2,2,2,1,1,4
7,2,46,U3,M,0,6,0,2,5,2,1,0
7,2,7,U4,M,0,0,0,5,5,3,2,0
7,2,20,U4,M,0,1,1,0,4,1,6,2
7,2,45,U4,M,4,0,7,3,0,0,0,2
7,3,6,D1,F,0,3,1,4,3,1,1,1
7,3,29,D1,F,4,4,3,0,1,0,2,0
7,3,45,D1,F,2,2,2,2,0,2,1,1
7,3,3,D2,F,2,1,3,0,5,3,2,0
7,3,31,D2,F,1,2,0,2,1,3,3,4
7,3,44,D2,F,2,1,1,0,0,7,0,4
7,3,11,D3,F,0,1,3,2,0,3,0,7
7,3,32,D3,F,1,1,3,2,5,1,2,0
7,3,43,D3,F,3,6,2,1,1,3,0,0
7,3,12,D4,F,0,0,2,5,3,1,0,4
7,3,20,D4,F,0,8,3,1,1,2,1,0
7,3,42,D4,F,0,5,1,2,0,4,1,3
7,3,9,U1,F,2,1,2,4,1,1,0,1
7,3,22,U1,F,8,1,1,0,2,2,2,0
7,3,33,U1,F,1,1,2,2,4,4,0,1
7,3,2,U2,F,1,0,5,0,2,3,2,3
7,3,17,U2,F,0,2,1,4,4,1,3,1
